@RELATION training_ZOOKEEPER_3.0.0

@ATTRIBUTE numberRevision NUMERIC
@ATTRIBUTE locAdded NUMERIC
@ATTRIBUTE avgLocAdded NUMERIC
@ATTRIBUTE maxLocAdded NUMERIC
@ATTRIBUTE size NUMERIC
@ATTRIBUTE chgSetSize NUMERIC
@ATTRIBUTE avgChgSetSize NUMERIC
@ATTRIBUTE maxChgSetSize NUMERIC
@ATTRIBUTE authors NUMERIC
@ATTRIBUTE class {BUG,NO_BUG}

@DATA
4,152,38,151,151,170,42.5,159,1,NO_BUG
6,180,30,138,125,207,34.5,159,3,NO_BUG
3,86,28,80,79,63,21.0,38,2,NO_BUG
4,130,32,111,115,196,49.0,159,2,NO_BUG
3,94,31,83,85,192,64.0,159,1,NO_BUG
6,79,13,50,56,207,34.5,159,3,NO_BUG
3,85,28,74,76,192,64.0,159,1,NO_BUG
3,45,15,36,38,192,64.0,159,1,NO_BUG
3,61,20,51,53,192,64.0,159,1,NO_BUG
3,36,12,28,30,192,64.0,159,1,NO_BUG
3,40,13,32,34,192,64.0,159,1,NO_BUG
3,101,33,93,95,192,64.0,159,1,NO_BUG
3,78,26,67,69,192,64.0,159,1,NO_BUG
3,45,15,36,38,192,64.0,159,1,NO_BUG
3,71,23,59,61,192,64.0,159,1,NO_BUG
7,315,45,243,225,209,29.857143,159,3,NO_BUG
4,163,40,142,132,67,16.75,38,2,NO_BUG
3,87,29,76,78,192,64.0,159,1,NO_BUG
4,67,16,53,55,206,51.5,159,2,NO_BUG
3,91,30,80,82,192,64.0,159,1,NO_BUG
4,67,16,53,55,206,51.5,159,2,NO_BUG
7,166,23,107,115,209,29.857143,159,3,NO_BUG
3,36,12,27,29,192,64.0,159,1,NO_BUG
4,182,45,173,175,192,48.0,159,2,NO_BUG
3,42,14,34,36,192,64.0,159,1,NO_BUG
5,125,25,109,112,195,39.0,159,3,NO_BUG
3,74,24,66,68,192,64.0,159,1,NO_BUG
5,105,21,89,88,206,41.2,159,2,NO_BUG
3,52,17,44,46,192,64.0,159,1,NO_BUG
4,130,32,95,117,197,49.25,159,2,NO_BUG
3,80,26,72,74,192,64.0,159,1,NO_BUG
3,34,11,26,28,192,64.0,159,1,NO_BUG
3,32,10,24,26,192,64.0,159,1,NO_BUG
3,35,11,27,29,192,64.0,159,1,NO_BUG
3,50,16,41,43,192,64.0,159,1,NO_BUG
3,40,13,32,34,192,64.0,159,1,NO_BUG
3,32,10,24,26,192,64.0,159,1,NO_BUG
4,61,15,46,53,197,49.25,159,2,NO_BUG
3,41,13,32,34,192,64.0,159,1,NO_BUG
3,52,17,42,44,192,64.0,159,1,NO_BUG
3,39,13,31,33,192,64.0,159,1,NO_BUG
3,53,17,43,45,192,64.0,159,1,NO_BUG
3,39,13,31,33,192,64.0,159,1,NO_BUG
3,45,15,36,38,192,64.0,159,1,NO_BUG
3,39,13,31,33,192,64.0,159,1,NO_BUG
